Files already downloaded and verified
Files already downloaded and verified
Classifier output dim:  100
num params: 11789612
[(0, 10), (1, 10), (2, 10), (3, 10), (4, 10), (5, 10), (6, 10), (7, 10), (8, 10), (9, 10)]
************************************************************************************************************
Task  0
************************************************************************************************************
loss_mse:  tensor(0.1089, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0634, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0711, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0624, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0639, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0693, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
| Epoch  12, time= 11.0s | Train: skip eval | Valid: time=  0.3s loss=1.125, TAw acc=  0.0% |
loss_mse:  tensor(0.0884, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0588, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0821, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0652, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0602, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0713, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0725, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0708, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0879, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0801, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0782, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0857, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0724, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0627, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0745, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0609, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0733, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0900, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0729, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0556, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0671, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0477, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0769, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0826, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0713, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0670, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0543, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0634, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0636, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0726, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0606, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0704, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0633, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0786, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0756, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0566, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0723, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0747, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0659, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0756, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0640, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0632, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0829, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0689, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0664, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0535, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0791, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0838, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0723, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0745, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0795, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0758, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0630, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0742, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0910, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0576, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0725, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0630, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0712, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0742, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0841, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0558, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0680, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0851, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0851, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0761, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0746, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0898, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0760, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0658, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0729, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0626, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0749, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0644, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1024, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0674, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0732, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0618, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0638, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0618, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0841, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0751, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0653, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0673, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0711, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0707, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0819, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0741, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0898, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0703, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0751, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0765, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0800, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0961, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0634, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0672, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0701, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0890, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0860, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0632, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0608, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0699, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0661, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0682, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0769, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0659, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0598, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0736, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0736, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0570, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0837, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0514, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0662, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0675, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0628, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0675, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0759, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0586, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0804, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0518, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0632, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0652, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0545, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0646, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0689, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0712, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0687, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0774, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0674, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0584, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0632, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0614, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0639, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0686, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0642, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0657, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0608, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0542, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0574, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0654, device='cuda:0', grad_fn=<MulBackward0>)
| Epoch  13, time= 10.7s | Train: skip eval | Valid: time=  0.4s loss=1.158, TAw acc=  0.0% |
loss_mse:  tensor(0.0678, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0637, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0641, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0713, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0552, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0574, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0767, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0854, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0728, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0689, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0673, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1154, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0788, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0962, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0757, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0584, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0623, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0703, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0604, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0549, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0606, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0598, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0639, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0687, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0910, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0828, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0746, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0689, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0729, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0745, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0616, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0666, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0892, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0824, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0747, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0820, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0807, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0839, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0671, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0656, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0640, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0644, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0674, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0564, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0791, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0656, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0688, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0543, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0735, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0633, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0553, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0764, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0947, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0575, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0726, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0709, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0601, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0649, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0747, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0654, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0703, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0667, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0569, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0565, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0765, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0673, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0803, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0919, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0782, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1005, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0666, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0611, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0641, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0759, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0717, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0641, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0590, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0611, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0577, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0690, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0772, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0812, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0530, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0672, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0699, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0700, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0656, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0645, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0623, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0645, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0777, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0610, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0592, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0720, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0688, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0582, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0581, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0725, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0611, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0573, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.1207, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0652, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0560, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0583, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0635, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0667, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0600, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0788, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0668, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0951, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0650, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0634, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0608, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0580, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0745, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0746, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0655, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0559, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0610, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0599, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0813, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0760, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0543, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0518, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0607, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0658, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0644, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0577, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0768, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0877, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0547, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0707, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0769, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0631, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0668, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0683, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0944, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0677, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0768, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0627, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0736, device='cuda:0', grad_fn=<MulBackward0>)
| Epoch  14, time= 10.7s | Train: skip eval | Valid: time=  0.3s loss=1.054, TAw acc=  0.0% |
loss_mse:  tensor(0.0554, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0597, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0601, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0572, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0703, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0709, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0759, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0566, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0595, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0699, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0613, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0589, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0692, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0660, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0653, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0614, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0785, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0669, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0654, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0765, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0686, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0668, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0592, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0690, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0579, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0655, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0782, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0728, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0606, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0839, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0496, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0795, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0824, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0726, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0880, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0826, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0578, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0528, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0600, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0648, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0793, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0875, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0643, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0632, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0697, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0681, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0666, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0782, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0730, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0738, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0736, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0707, device='cuda:0', grad_fn=<MulBackward0>)
loss_mse:  tensor(0.0632, device='cuda:0', grad_fn=<MulBackward0>)
